선수ID,기록유형,시즌,팀명,경기,타석,타수,안타,홈런,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR,단타,2루타,3루타,고4,HBP,희플,희타,병살,도실,볼넷%,삼진%,볼/삼,ISO,타수/홈런,RC,RC/27,wRC,SPD,wSB,wRAA
2143,메인기록,2023,삼성,7,9,8,2,0,2,1,0,3,0,0.400,0.250,0.333,0.375,0.708,0.329,-,,,,,,,,,,,,,,,,,,,,
2143,메인기록,2024,삼성,1,1,0,0,0,0,0,1,0,0,-,-,1.000,-,-,0.724,-,,,,,,,,,,,,,,,,,,,,
2143,기본기록,2023,삼성,7,9,8,2,0,2,1,0,3,0,,0.250,,,,,,1,1,0,0,1,0,0,0,0,,,,,,,,,,,
2143,기본기록,2024,삼성,1,1,0,0,0,0,0,1,0,0,,-,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2143,세부기록,2023,삼성,,9,,,,,,,,,0.400,0.250,,,0.708,0.329,-,,,,,,,,,,0.0,33.3,0.00,0.125,-,1.09,4.89,1.01,11.81,0.01,-0.14
2143,세부기록,2024,삼성,,1,,,,,,,,,-,-,,,-,0.724,-,,,,,,,,,,100.0,0.0,-,-,-,0.26,-,0.47,-,0.00,0.34
